SGPNOS01,10.187.71.249,1,Amol,
SGPNOS01,10.187.71.249,2,Polo,
SGPNOS02,10.187.71.248,1,Amol,
SGPNOS02,10.187.71.248,2,Polo,
SGPNOS03,10.187.71.254,1,Amol,
SGPNOS03,10.187.71.254,2,Polo,
SGPNOS04,10.187.71.253,1,Amol,
SGPNOS04,10.187.71.253,2,Polo,
SGPNOS06,10.187.71.242,1,Amol,
SGPNOS06,10.187.71.242,2,Polo,
SGPNOS07,10.187.71.244,1,Amol,
SGPNOS07,10.187.71.244,2,Polo,
SGPNOS08,10.187.71.243,1,Amol,
SGPNOS08,10.187.71.243,2,Polo,
